,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
54,tt0248126,Kabhi Khushi Kabhie Gham...,2001,"Drama, Musical, Romance","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan",0248126,"love, melodrama, marriage, funeral, wealth, family tradition, affection, mother son relationship, father son relationship, adopted son, forgiveness, separation from family, foster mother foster son relationship, separation of brothers, brother brother relationship, diwali, sports car, cricket the sport, latex, pvc, leather, beard, cell phone, character repeats someone else's dialogue, bollywood musical, tearjerker, manic pixie dream girl, mission, brother, father, poverty, patriarchy, party, love triangle, grief, slapped in the face, shoelace, punctuation in title, flashback, dream song, unrequited love, thunder, gluttony, curtain, disco, helicopter, reconciliation, product placement, patriarch, nri"
55,tt24268454,The Kerala Story,2023,Drama,"A converted Muslim woman Fatima Ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an ISIS terrorist and landed in Afghanistan jail.","Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani",24268454,"terrorist, isis, kerala, radical islam, brainwashing, stabbing, shooting, executed, rape of a pregnant woman, religious conversion, based on true story, female protagonist, sexual violence, grooming, dramatization, intermission, discrimination, suicide, controversy, banned film"
56,tt13131350,Vikram Vedha,2022,"Action, Crime, Drama",A tough police officer sets out to track down and kill an equally tough gangster.,"Gayatri, Pushkar","Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf",13131350,"gangster, police, police officer, vendetta, hide out, swat, police station"
57,tt0367110,"Swades: We, the People",2004,"Drama, Musical",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal, Smith Seth",0367110,"childhood nanny, nri, bollywood musical, reference to rama the hindu deity, india, village, nasa, postmaster, cult film, 2000s, stargazing, child's drawing, social commentary, wrestling, tradition, open air cinema, discrimination, nationalism, train, shower, schoolteacher, satellite communications station, rural electrification, rural setting, river, poverty, love, hydro electric, ferry boat, female teacher, electricity, communication satellite, childhood friend, casteism, caste system, caravan, boy selling water"
58,tt3863552,Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,"Kabir Khan, Mehmet Tutkun","Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",3863552,"lost child, muscleman, machismo, tough guy, torture, interrogation, reference to hanuman the hindu deity, reference to rama the hindu deity, mute girl, mosque, brahmin, little girl, india, pakistan, muslim, devotee, man disguised as a woman, falling off a cliff, hanuman, affection, journey, marriage proposal, wrestling, cricket the sport, hug, police officer, prayer, sheep, tickling someone's feet, watching tv, mother daughter reunion, internet, video, arrest, kashmir, burqa, gender disguise, disguise, journalist, border crossing, tunnel, money, fight, child trafficking, brothel, prostitute, bracelet, embassy, religion, school"
59,tt27501039,Bloody Daddy,2023,"Action, Crime, Drama","A messed up, tenacious man faces off against cops and crime lords to save the one relationship that matters to him.",Ali Abbas Zafar,"Shahid Kapoor, Vivan Bhatena, Diana Penty, Ronit Roy",27501039,"father, man"
60,tt2980648,The Hundred-Foot Journey,2014,"Comedy, Drama",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon",2980648,"restaurant, cooking, chef, haute cuisine, interracial romance, michelin guide, business rivalry, culture clash, fireworks, france, indian restaurant, homesickness, murder of wife, experimental food, boyfriend girlfriend relationship, sense of taste, arson, prejudice, father daughter relationship, omelet, restaurant opening, abandoned restaurant, emigration, restaurant kitchen, restaurant business, workplace rivalry, father son relationship, reconciliation, racism, hate crime, mumbai india, based on novel, cook, swedish chef character, fish meat, ice cream, egg, french food, hatred, indian food, notre dame cathedral, sea urchin, spice, chicken meat, breaking an egg, dead man, dead woman, seafood, pigeon, magazine"
61,tt10811166,The Kashmir Files,2022,Drama,"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.",Vivek Agnihotri,"Mithun Chakraborty, Anupam Kher, Darshan Kumaar, Pallavi Joshi",10811166,"kashmiri pandit, genocide, brutality, massacre, hatred, ethnic cleansing, victim, extreme violence, kashmir, shot to death, gore, politics, speech, death of parents, murder, last wish, nonlinear timeline, friend, newspaper cutting, kashmir conflict, person cut in half, downbeat ending, gun, injustice, cruelty, betrayal, murder of a child, interview, dementia, college, young, tragedy, mass execution, reunion, meeting, based on true story"
62,tt22892546,Akelli,2023,"Drama, Thriller",An ordinary Indian girl gets trapped in a war-torn land and survival is her battle.,Pranay Meshram,"Nushrratt Bharuccha, Amir Boutrous, Nishant Dahiya, Vijay Kumar Dogra",22892546,
63,tt2283748,OMG: Oh My God!,2012,"Comedy, Drama, Fantasy",A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Umesh Shukla,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar",2283748,"reference to the bhagavad gita, atheist, satire, hare krishna, burping, satire comedy, court room drama, reference to krishna the hindu deity, earthquake, priest, defying god, act of god, courtroom, religion, angry mob, disbelief in god, talking to god, ambulance, shoeshine, keychain, popsicle, bare feet, newspaper, flute, full moon, abandoned by family, reference to facebook, motorcycle, street gang, picketing, chanting, banana, swami, rolex watch, storm, alcohol, bus ride, pilgrimage, reference to michael jackson, colon in title, hinduism, guru, hunger strike, media, wish fulfillment, insurance policy, idol worship, superstition, spiritualist, public humiliation"
64,tt12915716,Adipurush,2023,"Action, Adventure, Drama",A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the raakshash king Lankesh.,Om Raut,"Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage",12915716,"ramayan, jai shree ram, ram siya ram, based on book, evil, one word title, good versus evil, india, 3d, 3 dimensional, battle, epic action, abduction, epic drama, hinduism, epic fantasy, darkness, dubbed voice, action violence, mythology, bow and arrow, indian mythology, lord ram, hanuman, journey, giant bird, gorilla, fight, flying demon, bitten by snake, giant bat, husband wife relationship, jatayu, retelling, trap, ravan, mace, army, travel, supernatural entity, brother brother relationship, ramayana, hindu mythology, prince, combat, lakshman, live action adaptation, animated sequence, modern interpretation, abduction of a woman"
65,tt15073166,IB 71,2023,"Action, Thriller",A two- front war between Indian intelligence agencies and the Pakistani establishment.,"Sankalp Reddy, Lee Whittaker","Anupam Kher, Vidyut Jammwal, Dalip Tahil, Nissar Khan",15073166,"intelligence, spy thriller, spy action, terror attack, indo pakistani war of 1971, 1971, pakistan, hijack, airplane hijack, indian intelligence, based on true story, disclaimer, intermission, produced by lead actor, fight"
66,tt5935704,Padmaavat,2018,"Drama, History, Romance","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Sanjay Leela Bhansali,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari",5935704,"one word title, afghanistan, ostrich, gift, slapped in the face, marriage, bow and arrow, king, queen, fortress, mongol, battle, sultan, stabbed in the back, holi, siege, fire, sword, playing chess, army, elephant, blood, catapult, obsession, honor, self immolation, indian history, reference to allah, reference to alexander the great, birdcage, rajput, delhi sultanate, 3d, 3 dimensional, 13th century, rani padmini character, mewar kingdom, swing, swinging, poisoned"
67,tt1562872,Zindagi Na Milegi Dobara,2011,"Comedy, Drama, Musical",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Zoya Akhtar,"Hrithik Roshan, Farhan Akhtar, Abhay Deol, Katrina Kaif",1562872,"three friends, travel, friendship between men, road movie, spain, self discovery, friendship, underwater scene, bollywood musical, bare chested male, female director, female filmmaker, manic pixie dream girl, friend, road trip comedy, male protagonist, three protagonists, bromance, road trip adventure, vacation, f rated, title directed by female, coming of age, dancing, bullfighting, bachelor party, engagement, misunderstanding, ring, fiance fiancee relationship, possessiveness, absent father, overcoming fear, fear, poet, poetry, scuba diving, skydiving, workaholic, yuppie, male bonding, philosophy"
68,tt2176013,Jab Tak Hai Jaan,2012,"Drama, Romance",An uncompromising film on true love from the legendary and unforgettable director Yash Chopra which is fascinatingly distinctive and contemporary.,Yash Chopra,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Lucy Phelps",2176013,"infidelity, marital infidelity, adulterous wife, adultery, cheating wife, cuckold, cheating fiance, cheating girlfriend, dancing, manic pixie dream girl, love, army, bomb, indian army, accident, musician, bomb squad, death, amnesia, diary, immigrant, retrograde amnesia, motorcycle accident, london underground, kashmir, unrequited love, fearlessness, death wish, heartbreak, church, odd job, waiter, filmmaker, indian abroad, love triangle, father daughter relationship, reference to the discovery channel, camera, disarming a bomb, defusing bomb, defusing a bomb, dangerous job, explosive, london england, flashback, rescue from drowning"
