,movie_id,movie_name,year,genre,overview,director,cast,movie_id2,Keywords
1559,tt0116407,Ghatak: Lethal,1996,"Action, Drama","Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster, Katya, in a small Indian village in India; Kashinath alias Kashi decides to single-handily ...                See full summary »",Rajkumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Danny Denzongpa, Amrish Puri",0116407,"violence, market, medical examination, curfew, shop, humiliation, love interest, shouting, anger, weeping boy, weeping man, tears, crying, cancer, shaved head, funeral, dancer, mud, comic relief, sword, child kidnapping, brother brother relationship, father son relationship, family relationships, boy, truck, murder, death of brother, doctor, hospital, action hero, hero, insane woman, crime boss, bare chested male, fear, thug, tough guy, one man army, fistfight, good versus evil, self justice, righteous rage, actor playing himself, temple, prison, death of father"
1560,tt10196464,Ramprasad Ki Tehrvi,2019,"Comedy, Drama","Bauji's entire family comes under one roof for 13 days after he passes away. We get a glimpse of their dynamics, politics and insecurities as each one of them is on their journey to discover their own selves and truth.",Seema Pahwa,"Supriya Pathak, Konkona Sen Sharma, Parambrata Chattopadhyay, Vikrant Massey",10196464,"children, family relationships, journey"
1561,tt22245482,Backfire,2022,Mystery,Add a Plot,Ashok K Mishra,"Sandeepa Dhar, Karan Singh Grover, Kay Kay Menon, Neil Nitin Mukesh",22245482,
1562,tt0265148,Main Prem Ki Diwani Hoon,2003,"Comedy, Drama, Musical","This is the story of Sanjana, a girl of today's generation full of life and vibrant ecstasy. She lives life on her own terms and gets very upset when her mother Susheela, arranges for her to see a boy leading to a marriage prospect.",Sooraj R. Barjatya,"Hrithik Roshan, Kareena Kapoor, Abhishek Bachchan, Johny Lever",0265148,"mother, girl, boy, horse, footsie under the table, valentine's day, treadmill, tattoo, talking animal, stripping, snowboarding, slapped in the face, sex, scuba diving, rafting, poetry, parrot, muscleman, money, mix up, humiliation, horseback riding, home gym, high school teacher, high school graduation, hammock, guitar, flamboyance, falling in love, engagement, dog, competition, cherry blossom, chatter box, cartoon reality crossover, bungee jump, big boss, beefcake, beach, remake"
1563,tt0260222,Naseeb Apna Apna,1986,"Comedy, Drama","A domineering man marries his son to a simple village girl. But when she arrives at his house in the city, she discovers that he is already married to an attractive city woman.",Rama Rao Tatineni,"Rishi Kapoor, Farha Naaz, Radhika Sarathkumar, Rakesh Bedi",0260222,"father daughter relationship, father son relationship, dysfunctional marriage, old friend, domineering father, remake, love triangle, premarital sex, husband wife relationship, adultery, maid, father in law daughter in law relationship, mother in law daughter in law relationship, guilt, unwanted marriage, embarrassment, female bonding, makeover, village, wedding, wedding night, prayer, temple, train, deception, train station, crying, marriage proposal, slapped in the face, humiliation, musician, letter, guitar, office, beauty parlor, medal, reference to christopher columbus, married, city, man"
1564,tt0359808,Parivaar,1987,"Drama, Family",Anita finds shelter with a street perfomer Birju when she is abandoned by her relatives due to dowry issues,Shashilal K. Nair,"Mithun Chakraborty, Meenakshi Sheshadri, Shakti Kapoor, Baby Guddu",0359808,"monkey, dog, orphan, rescue"
1565,tt4990516,Tu Hai Mera Sunday,2016,"Comedy, Drama","When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai.",Milind Dhaimade,"Barun Sobti, Shahana Goswami, Avinash Tiwary, Nakul Bhalla",4990516,"soccer, friend"
1566,tt0135621,Rakshak,1996,"Action, Thriller",ASP Raj Sinha is assign with the task of bringing to justice the people who are responsible for printing and circulating fake currency notes. Raj is shocked when he learn that the leader ...                See full summary »,Ashok Honda,"Suniel Shetty, Karisma Kapoor, Sonali Bendre, Raghuvaran",0135621,"action hero, flashback, tough guy, one man army, counterfeit money, gangster, presumed dead, strangulation, tough cop, home invasion, police informer, friend turned foe, evil man, showdown, brutality, henchman, death of wife, child kidnapping, psychopathic killer, recuperation, betrayal by friend, organized crime, revenge, counterfeiting, hospital, coma, death of mother, violence, beating, lust, mother son relationship, attempted murder, anger, corrupt cop, fistfight, husband wife relationship, doctor, memory, hitman, tickling, navel, touching someone's navel, friendship, friend, flirting, prank, kindness, attempted suicide, attempted suicide by hanging, printing press"
1567,tt14767926,#Homecoming,2022,"Drama, Musical","A group of ""friends"" and ""misfits"", who had formed a popular yet short-lived youth theatre group, reunite for the first time after seven years on an eventful Durga Pujo night at their old ...                See full summary »",Soumyajit Majumdar,"Sayani Gupta, Tushar Pandey, Hussain Dalal, Soham Majumdar",14767926,"friendship, heartbreak, love, comebacks, reunion, cosmopolitan, multi lingual, coming of age, ensemble, independent film"
1568,tt0272607,Farz,2001,"Action, Thriller","ACP Arjun Singh and his brother-in-law, Tayaji are with the police force but when Tayaji is assassinated on duty Arjun's family feels devastated by his death. Soon, Gawa Firozi and his brother Sikander start to terrorize the city.",Raj Kanwar,"Sunny Deol, Preity G Zinta, Jackie Shroff, Om Puri",0272607,"husband wife relationship, videotaped sex, bomb, father daughter relationship, anger, brother brother relationship, police station, carrot, framed for murder, shot in the head, murder of a police officer, pinned under a car, vengeance, vendetta, grudge, psychopath, woman in jeopardy, crossbow, land mine, mind game, forced to drink, drugged sex, revenge, death of brother, tough guy, action hero, shootout, police partner, terrorist, explosion, beating, mother daughter relationship, rain, brother sister relationship, police brutality, dinner, shot to death, car crash, exploding car, shot in the leg, shot in the back, police van, prisoner, escape, arrest, knife, stabbed to death, abduction, ambush, helicopter"
1569,tt4600778,Chalk N Duster,2016,Drama,"CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds ...                See full summary »",Jayant Gilatar,"Richa Chadha, Shabana Azmi, Arya Babbar, Gavie Chahal",4600778,education system
1570,tt1039995,U Me Aur Hum,2008,"Drama, Romance","Ajay's life turns upside down when he learns that his wife Piya has Alzheimer and he has no option, but to leave his wife in a mental hospital.",Ajay Devgn,"Ajay Devgn, Kajol, Sumeet Raghavan, Divya Dutta",1039995,"wife, cruise, psychiatrist, directed by star, snorricam, storytelling, mental illness, cruise ship, pixelated male nudity, salsa, drunkenness, actor shares first name with character"
1571,tt0476888,"Tom, Dick, and Harry",2006,"Action, Comedy, Romance","Three disabled friends - deaf Tom, blind Dick and dumb Harry - get caught up in a whirlwind adventure involving two beautiful girls, a kidnapping and a ton of cash.",Deepak Tijori,"Rakesh Bedi, Bobby Darling, Avtar Gill, Ramesh Goyal",0476888,"character names as title, forenames as title, friend"
1572,tt9367742,Tryst with Destiny,2021,Drama,"A billionaire learns there is something money can't buy, a lower-caste couple attempts to build a new life, and a corrupt city cop finds himself far outside of the law in Nair's slyly biting triptych on class in contemporary India.",Prashant Nair,"Suhasini, Vineet Kumar Singh, Jaideep Ahlawat, Kani Kusruti",9367742,money
1573,tt5997928,Mukti Bhawan,2016,"Comedy, Drama","Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.",Shubhashish Bhutiani,"Adil Hussain, Lalit Behl, Geetanjali Kulkarni, Palomi Ghosh",5997928,"old man, death, ganges, hotel, father son relationship, salvation, cow, cake, necklace, singing, watching tv, bare chested male, varanasi uttar pradesh"
1574,tt0119285,Hero No. 1,1997,"Comedy, Drama, Musical","Timid Rajesh Malhotra escapes his tyrant father and meets Meena in a foreign land. The two lovers decide to marry, but when Meena's parents object, Rajesh decides to win them over in the quirkiest way.",David Dhawan,"Govinda, Karisma Kapoor, Kader Khan, Paresh Rawal",0119285,"big booty, parents, father, digit in title, numero symbol in title, period in title, number 1 in title, punctuation in title, servant, love, argument, joint family, insurance agent, cook, father son reconciliation, father son relationship, european tour, strict father, remake, number in title"
1575,tt1252596,Ajab Prem Ki Ghazab Kahani,2009,"Action, Comedy, Musical","The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams.",Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Darshan Jariwala, Smita Jaykar",1252596,"girl, love, happiness, marriage, husband wife relationship, istanbul turkey"
1576,tt0255111,Dhadkan,2000,"Drama, Romance","Anjali and Dev are in love and plan to marry, but her family gets her married to Ram. Years later, Dev shows up to reunite with Anjali, who has managed to fall in love with her husband.",Dharmesh Darshan,"Akshay Kumar, Shilpa Shetty Kundra, Suniel Shetty, Mahima Chaudhry",0255111,"stepbrother stepsister relationship, stepbrother stepbrother relationship, parental interference in romance, husband wife relationship, family relationships, father daughter relationship, dysfunctional marriage, forbidden love, dysfunctional family, stepmother stepson relationship, mother son relationship, single mother, love, love triangle, class differences, illegitimate son, party, false accusation, piano, insult, marriage, melodrama, falling in love, unrequited love, rich woman poor man, wedding, death of mother, title spoken by character"
1577,tt27930156,I Love You,V2023,"Drama, Romance, Thriller","Sathya is a highly successful corporate executive who look forward to a bright future with her fiance,Vishal.One night ,when she is about to board a fight to Delhi, Satya finds herself trapped within the office .What danger awaits her?",Nikhil Mahajan,"Rakul Preet Singh, Pavail Gulati, Akshay Oberoi, Kiran Kumar",27930156,"future, fiancee, bound and gagged, woman bound and gagged, chloroform, female executive"
1578,tt1183946,The Stoneman Murders,2009,"Crime, Drama, Mystery","In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case.",Manish Gupta,"Kay Kay Menon, Arbaaz Khan, Rukhsar Rehman, Veerendra Saxena",1183946,"true crime, 1980s, police, killer, serial killer, suspense, unsolved mystery, mumbai killings, based on true story"
1579,tt9325680,Lomad,2023,"Crime, Drama, Thriller",This SINGLE SHOT film describes that there is a stranger within all of us that comes out at an unknown place and in an unusual time.,Hemwant Tiwari,"Hemwant Tiwari, Auroshikha Dey, Parimal Aloke, Tirrtha Murbaadkar",9325680,"psychological thriller, 21st century, killer"
1580,tt0043306,Awaara,1951,"Drama, Musical, Romance","A poor young man named Raj joins a criminal gang to feed his mother. But when he falls in love with Rita, he decides to reform himself for her.",Raj Kapoor,"Raj Kapoor, Nargis, Prithviraj Kapoor, K.N. Singh",0043306,"abandonment, prejudice, suspicion of adultery, anti hero, orphan, judge, mother son relationship, criminal, single mother, flashback, boat, bandit, boy, girl, injustice, gossip, childhood sweetheart, schoolboy, rain, school, pregnancy, knitting, husband wife relationship, slum, birthday party, class differences, flower, shoeshine, bombay india, close up, school expulsion, cigarette smoking, stolen car, climbing a wall, police chase, purse, gun, illness, beating, reformatory, prison, release from prison, delusion, juvenile delinquent, ex convict, photograph, streetlight, truth taken as a joke, guardian, piano"
1581,tt10062556,Bhuj: The Pride of India,2021,"Action, Drama, History","During the Indo-Pakistani War of 1971, the Bhuj airbase is attacked and a race against time begins to rebuild the damaged airstrip.",Abhishek Dudhaiya,"Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Sharad Kelkar",10062556,"indo pakistani war of 1971, indo pak, airbase attack, gujarat, 1970s, year 1971"
1582,tt11102314,Tribhanga,2021,"Drama, Family",The lives of three women spanning the late 1980s to present day and underscores the value of family in everyday life.,Renuka Shahane,"Kajol, Tanvi Azmi, Mithila Palkar, Kunaal Roy Kapur",11102314,"1980s, mother, social issue, friend, 2021, family relationships, title directed by female, 2020s, women"
1583,tt8491220,Kuch Pal Pyar Ke,2018,Drama,"Kuch Pal Pyar Ke is a 2018 Indian Hindi film, directed by V.H. Kumar. The film stars Aamir and Zoya in lead roles. The film has musical score by Aniket Trivedi.",Viral H. Patel,"Aamir, Tejas Gadhvi, Aamir Ghani, Zoya Rathore",8491220,stars
1584,tt0824316,Dor,2006,Drama,"Two woman --different backgrounds, miles apart, and strangers to each other-- are linked by tragedy. Their new-found friendship is tested as one holds the fate of the other's husband in her hands.",Nagesh Kukunoor,"Ayesha Takia, Shreyas Talpade, Gul Panag, Girish Karnad",0824316,"death, journey, father in law, husband wife relationship, love, widow, turban, teacher, mother in law, desert, con artist, accidental death"
1585,tt0123102,Hero,1983,"Action, Drama, Romance","After his friend is imprisoned, a hitman kidnaps the daughter of the police commissioner by telling her that he is a police officer.",Subhash Ghai,"Sanjeev Kumar, Shammi Kapoor, Jackie Shroff, Meenakshi Sheshadri",0123102,"police, revenge, criminal, prison, love, disguise, crime boss, father daughter relationship, kidnapping, hero, anti hero, redemption, anger, betrayal, deception, falling in love, motorcycle, helicopter, police officer, impersonating a police officer, gang member, henchman, thug, actor shares first name with character, title spoken by character"
1586,tt0098976,Aaj Ka Arjun,1990,"Action, Crime, Drama","Bhim Singh is an orphan who lives a poor life-style in a small community. He is the guardian to his only sister, Laxmi, who he has educated in the city, she meets Ajit Singh the son of ...                See full summary »",K.C. Bokadia,"Amitabh Bachchan, Jaya Prada, Radhika Sarathkumar, Suresh Oberoi",0098976,
1587,tt1343362,Do Knot Disturb,2009,"Comedy, Drama",A man and a woman have to pretend to be a couple in order to salvage a CEO's marriage.,David Dhawan,"Govinda, Sushmita Sen, Riteish Deshmukh, Lara Dutta",1343362,"affair, jealousy, adultery, intentionally misspelled title"
1588,tt8698956,Lupt,2018,"Horror, Thriller","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",Prabhuraj,"Jaaved Jaaferi, Niki Walia, Vijay Raaz, Rishab Chadha",8698956,"storytelling, forest, ghost, vacation gone wrong"
1589,tt8992946,Cargo,2019,"Drama, Fantasy, Sci-Fi","A young female astronaut, who joins a reclusive astronaut aboard a spaceship, struggles with her job as she interacts with mysterious Cargos that appear on the ship.",Arati Kadav,"Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma",8992946,"space sci fi, astronaut, loneliness, death, spacecraft, rebirth, mythology, folklore, demon, love, spaceship, afterlife, trapped in space"
1590,tt0248428,Shiva,1989,"Action, Crime, Drama","Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.",Ram Gopal Varma,"Nagarjuna Akkineni, Amala Akkineni, Raghuvaran, J.D. Chakravarthi",0248428,"brother brother relationship, politician, organized crime, student union, election, crime boss, professor, rivalry, showdown, love, murder, politics, gangster, fight, college student, bicycle chain, death of friend, character name in title, one word title, cafeteria, death of niece, harassment, cigarette smoking, classroom, insult, stabbed in the stomach, tea, stabbed in the chest, childhood friend, marriage, loss of loved one, hideout, elevator, death, corruption, coffee, chase, bus, best friend, axe"
1591,tt0976026,Cheeni Kum,2007,"Comedy, Drama, Romance",An egotistical 64-year-old chef and confirmed bachelor falls for a woman 30 years his junior.,R. Balki,"Amitabh Bachchan, Tabu, Paresh Rawal, Zohra Sehgal",0976026,"sports fan, cricket the sport, delhi india, loss of friend, walking, hair, child in jeopardy, woman, umbrella, satyagraha, restaurant, rain, london england, kitchen, death, love, chef, urination, toilet, older man younger woman relationship, best friend, vegetarian, terminal illness, sexual joke, sarcasm, running, police inspector, pillar, mother son relationship, jealousy, ice cream, grief, garden, friendship, father dislikes daughter's boyfriend, father daughter relationship, fasting, dvd, cooking, blackmail, argument, apology, anger, ambulance, advice, adult child friendship, male female relationship, disapproving father, death of child"
1592,tt2798620,Chhota Bheem and the Curse of Damyaan,2012,"Animation, Adventure, Fantasy",Bheem and his friend should destroy damyaan along with (the book of magi) to free them from his prison and to save their city,Rajiv Chilaka,"Jigna Bhardwaj, Chutki, Kaustav Ghosh, Rajesh Kava",2798620,curse
1593,tt1185412,Veer,2010,"Action, Adventure, Drama",Prithvi seeks revenge on Gyanendra Singh and the British. He sends his son Veer to Britain to study their plans. Veer kills Gyanendra's son but ends up falling in love with his daughter.,Anil Sharma,"Salman Khan, Jackie Shroff, Mithun Chakraborty, Zareen Khan",1185412,"character name as title, son, british, one man army, action hero, thrown into water, compassion, goat, battle, father son relationship, vengeance, traitor, train, sword, sword and sandal, rajput, prince, princess, love, king, kingdom, horse, fight, british raj, 19th century, one word title"
1594,tt0106655,Damini,1993,"Crime, Drama","After witnessing a rape in her own household, Damini fights for justice for the deceased victim. However, she faces a bunch of challenges until she meets a disgraced lawyer who decides to fight the case and bring the culprits to justice.",Rajkumar Santoshi,"Meenakshi Sheshadri, Rishi Kapoor, Sunny Deol, Amrish Puri",0106655,"lawyer, justice, cover up, court, rape, psychiatric hospital, holi, melodrama, trial, monologue, crooked lawyer, confrontation, knife, woman in jeopardy, social commentary, actor playing himself, social drama, innocent woman, husband wife relationship, honest woman, female servant, female protagonist, family honor, courtroom drama"
1595,tt26744890,Khichdi 2,2023, ,Add a Plot,Aatish Kapadia,"Pratik Gandhi, Kirti Kulhari, Farah Khan, Anant Vidhaat",26744890,
1596,tt4333128,The Huntress,,"Action, Drama, Sci-Fi","Set in the YRF Spy Universe, a RAW agent who becomes a huntress to protect the prime minister from a notorious terrorist group leader who plans to end the world.",Aatish Kapadia,"Pratik Gandhi, Kirti Kulhari, Farah Khan, Anant Vidhaat",4333128,
1597,tt0193449,Rang,1993,"Drama, Romance",Although Suchitra has been marry to Madhav Singh for years she has always been conscious about maintaining a slim figure which in her believe will make her look young. She watched ...                See full summary »,Talat Jani,"Jeetendra, Amrita Singh, Kamal Sadanah, Ayesha Jhulka",0193449,"love, love triangle, rain, one word title"
1598,tt3429798,Jungle Ki Hasina,1990,"Action, Adventure",Add a Plot,K.S. Gopalakrishnan,"Babloo, Narendran, Shankar Sugandhi, Disco Shanti",3429798,
1599,tt0430202,Sandwich,2006,"Comedy, Thriller","Sher Singh lives with his mother and handicapped sister in Punjab but moves to Mumbai, changes his name to Shekhar, meets Nisha and falls in love. When his mother asks him to return, he ...                See full summary »",Anees Bazmee,"Govinda, Raveena Tandon, Mahima Chaudhry, Mohnish Behl",0430202,"look alike, double life, bigamy, husband wife relationship, kitchen, father son relationship, businessman, blackmail, adultery, bigamist, mother son relationship, plastic surgery"
1600,tt0084199,Khud-Daar,1982,"Action, Drama","Hari R. Srivastav lives a middle-class life in rural India with two step-brothers, Govind and Rajesh. Circumstances compel him to get married to Seema, who dislikes Govind and Rajesh. When ...                See full summary »",Ravi Tandon,"Sanjeev Kumar, Amitabh Bachchan, Vinod Mehra, Tanuja Samarth",0084199,"murder, brother brother relationship, judge, orphan, lawyer, framed for murder, greed, muslim, court, taxi driver, mistreatment, smuggling, long lost brother, disco, fistfight, car chase, car crash, brother in law sister in law relationship"
1601,tt1039989,Sunday,2008,"Action, Comedy, Mystery","An amnesiac woman fears a missing day in her life may connect her to a crime, and tries to retrace her steps between Saturday evening and Monday morning.",Rohit Shetty,"Ajay Devgn, Ayesha Takia, Arshad Warsi, Irrfan Khan",1039989,"police corruption, taxi, woman, reference to leo the astrological sign, reference to a zodiac sign, discotheque, taxi driver, rooftop chase, what happened to epilogue, voice dubbing, voice actress, tape recorder, shot in the butt, politician, murder, murderer, foot chase, fight, drug humor, drug dealer, dog, dead body, date rape drug, chase, cemetery, car chase, bribe, attempted murder, aspiring actor, amnesia, day in title"
1602,tt1667076,F.A.L.T.U,2011,"Comedy, Drama","Unable to get accepted, four academically-challenged students decide to open their own college.",Remo D'Souza,"Arshad Warsi, Riteish Deshmukh, Jackky Bhagnani, Puja Gupta",1667076,college
1603,tt11565160,The Y,2023,"Horror, Mystery, Thriller",The Female Protagonist is a Mute. After her marriage the couple enters a new chapter of their life but face another dilemma which they least expect. They experience paranormal incidents and their daily life turns into a mysterious tale.,Girideva Raaj,"Yuvan Hariharan, Leonilla, Apsara, Chethan A",11565160,"mute, paranormal mystery, psychological horror, love, fiction, couple, dilemma, suspense, nightmare, psychological thriller, accident, grand clock, little girl, psychiatrist, walking stick, dream, orphan, watchman, gardener, uncle, pendulum clock, fog, mist, antique shop, beach, chess, female protagonist, ancestral home, love inspiration relationship goal attainment, revenge, memory loss, motorcycle, laptop computer, mac laptop, courier, photograph, haunted house, possessed, radio, most anticipated, buzz, photoframes, dating, skoda, royal enfield, dominar400, udupi, dell laptop, tvs helmet, suzuki helmet"
1604,tt27918452,Swayambhu,,"Adventure, Drama, Fantasy",Follows the story of an emperor who established a golden age in history.,"Aadhitya Bahudhanam, Bharat Krishnamachari","Samyuktha Menon, Nikhil Siddharth",27918452,
1605,tt0118654,Aunty No. 1,1998,"Action, Comedy, Drama","Sandhya (Raveena Tandon) has always dreamt of meeting her prince charming, a wealthy man, handsome, debonair, and dashing. She meets with Gopi (Govinda), who likes her instantly, and ...                See full summary »",Kirti Kumar,"Govinda, Raveena Tandon, Harish, Rohit Kumar Sharma",0118654,"period in title, numero symbol in title, digit in title, number 1 in title, number in title"
1606,tt0409527,Shabd,2005,"Drama, Thriller","When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and reality is blurred.",Leena Yadav,"Sanjay Dutt, Aishwarya Rai Bachchan, Zayed Khan, Aakash Pandey",0409527,"wife, f rated, one word title, avant garde, writer, writer's block, university, typewriter, surrealism, photography, mental imbalance, lecturer, insanity, haircut, domestic servant, crush, cliff"
1607,tt0064241,Do Raaste,1969,"Drama, Romance","Navendu toils hard to support his joint family and keep it together. However, their familial bond gets threatened when his younger brother marries a woman who insists on living separately.",Raj Khosla,"Rajesh Khanna, Mumtaz Askari, Balraj Sahni, Prem Chopra",0064241,"stepbrother stepbrother relationship, stepmother stepson relationship, family relationships, dysfunctional family, based on novel, love, argument, college, student, mother in law daughter in law relationship, debt, brother, woman, death of father"
1608,tt0232079,Mela,2000,"Action, Adventure, Comedy","When a village belle's brother is killed by a bandit, she vows revenge and enlists the help of two truckers-come-theatre artists in her mission.",Dharmesh Darshan,"Aamir Khan, Twinkle Khanna, Faisal Khan, Johny Lever",0232079,"courage, revenge, grief, friendship between men, road trip, anger, machismo, lust, death of brother, action hero, brother sister relationship, happiness, tragic event, temple, good versus evil, voice over inner thoughts, village, bandit, love, waterfall, fair, truck, truck driver, villain, attempted rape, vengeance, murder, woman in jeopardy, two man army, deception, kiss, friendship, seduction, tough guy, molotov cocktail, torture, shotgun, murder of a child, lie, driven insane by grief, brutality, shot in the chest, showdown, stabbed to death, cruelty, pistol, shot to death, bathing in a river, beaten with a belt, ambush"
1609,tt4020624,Lingaa,2014,"Action, Comedy, Drama",A small-time thief reforms after learning about the role played by his grandfather in building a dam.,K.S. Ravikumar,"Rajinikanth, Anushka Shetty, Sonakshi Sinha, Jagapathi Babu",4020624,"character name as title, one word title, village, thief, dam, temple, ancestor, dual role, pen drive, murder, descendant, flashback, royalty, 1930s, philanthropist, british raj, train, fight, action hero, villain"
1610,tt0397742,Yeh Vaada Raha,1982,"Romance, Musical, Drama",Sunita is a radio singer while on vacation in Kashmir Vikram deeply falls in love with and proposes her which she eventually accepts.Vikram introduces Sunita to her mother Sharda Rai ...                See full summary »,Kapil Kapoor,"Rishi Kapoor, Tina Ambani, Poonam Dhillon, Rakhee Gulzar",0397742,"love, plastic surgery, song, deception, orphanage, engagement, promise, domineering mother, disfigured face, mother son relationship, singer, title song, car accident, stage show, orphan girl"
1611,tt1263679,Firaaq,2008,"Drama, History, Thriller",Chronicles the devastating impact on vulnerable Muslims in Gujarat after riots.,Nandita Das,"Inaamulhaq, Nassar, Shahana Goswami, Nawazuddin Siddiqui",1263679,"docudrama drama, muslim, riot, hindu, gujarat, police, f rated, ahmedabad india, controversy, victim, tragedy, righteous rage, religious intolerance, religious differences, religion, real time, rape, police corruption, multiple storylines, mosque, mass grave, interfaith marriage, injustice, genocide, ensemble cast, discrimination, directorial debut, dehumanization, curfew, cheating, chaos, cemetery, year 2002"
1612,tt0284083,Ek Rishtaa: The Bond of Love,2001,Drama,"Vijay Kapoor, a wealthy businessman and his family are deceived by Rajesh, Vijay Kapoor's employee and son in law. A struggle begins by both father-son duos to regain their business and position.",Suneel Darshan,"Amitabh Bachchan, Rakhee Gulzar, Akshay Kumar, Karisma Kapoor",0284083,"bankruptcy, riches to rags, fortune hunter, family reunion, love, family relationships, husband wife relationship, betrayal, dysfunctional family, greed, businessman, wealth, father in law son in law relationship, father son conflict, father son reunion, mother son relationship, father daughter relationship, embezzlement, debt, father son estrangement, father son relationship, marriage, happiness, pistol, blood, flirting, business, son, beating"
1613,tt0449159,15 Park Avenue,2005,Drama,"An exploration of the impact of schizophrenia on a young woman and her family in today's Calcutta. The narrative pivots around the relationship of two sisters, older sister Anjali is a ...                See full summary »",Aparna Sen,"Shabana Azmi, Konkona Sen Sharma, Rahul Bose, Dhritiman Chatterjee",0449159,"schizophrenia, professor, love, f rated, second marriage, rape, journalist, husband wife relationship, family relationships, doctor, independent film"
1614,tt0237022,Balika Badhu,1976,"Comedy, Drama, Romance","Set against the backdrop of a quaint village in British-ruled India, this exquisitely crafted social drama revolves around teenage couple Amal and Rajni. Their marriage is conducted with ...                See full summary »",Tarun Majumdar,"Sachin Pilgaonkar, Rajni Sharma, Govardhan Asrani, A.K. Hangal",0237022,child marriage
1615,tt1027800,Angoor,2005,Drama,"A girl with mental problems gets break in C grade movie and try to woo the producer to increase her payment. In between, it turn out that producer is homosexual, and likes the male lead of ...                See full summary »",Kanti Shah,"Sapna Sappu, Rajesh Sabharwal, Amit Pachori, Anil Nagrath",1027800,
1616,tt0267289,Baap Beti,1954,Drama,Add a Plot,Bimal Roy,"Sunalini Devi, Dolly, Tabassum Govil, Nasir Hussain",0267289,based on novel
1617,tt0106986,Gardish,1993,"Action, Crime, Drama",A soon-to-be police officer takes a path of crime after his father gets attacked by hoodlums.,Priyadarshan,"Jackie Shroff, Amrish Puri, Dimple Kapadia, Farida Jalal",0106986,"man wears eyeglasses, tragic event, police, father, police station, protection money, fight, policeman, arrest, prison cell, murder, fistfight, extortion, father son relationship, overhead camera shot, mother son relationship, father son conflict, family relationships, market, beating, gangster, thug, job transfer, police officer, remake"
1618,tt3380264,Kill Dil,2014,"Action, Comedy, Drama","Abandoned when young, Bhaiyaji gives shelter to Dev and Tutu. A game of defiance, deception and love follows when free-spirited Disha enters their life.",Shaad Ali,"Ranveer Singh, Ali Zafar, Parineeti Chopra, Govinda",3380264,"friendship between men, hitman, mentor, orphan, swimming pool, love, contract killer, gangster"
1619,tt0149573,Aashiqui,1990,"Musical, Drama, Romance","Rahul and Anu fall in love with each other, but before they unite, they have their own problems to deal with.",Mahesh Bhatt,"Rahul Roy, Anu Agarwal, Avtar Gill, Tom Alter",0149573,"illegitimate son, destroying a car, lightning, bollywood musical, love, orphanage, singer, model, anger, one word title, local blockbuster, guitar, musician, acoustic guitar, bus, mumbai india, police station, breakup, lovers reunited, airport, orphan, misunderstanding"
1620,tt0100816,Tridev,1989,"Action, Crime, Drama","When an exiled police officer, a bandit and the son of a police commissioner are framed by a smuggler, they join forces to teach him a lesson and prove their innocence.",Rajiv Rai,"Sunny Deol, Naseeruddin Shah, Jackie Shroff, Madhuri Dixit",0100816,"police inspector, bandit, friendship, three man army, tough guy, burning house, villain, showdown, presumed dead, poisoning, investigative reporter, explosion, exploding car, crime boss, title spoken by character, police, son, judge, transfer, village, hanging, friend, fight, engagement, court, bank, flashback, father son relationship, stabbed in the stomach, traitor, tied to a bed, dream, coughing blood, witness, stabbed to death, shot to death, shot in the stomach, shot in the chest, shot in the arm, self justice, rocket launcher, politician, person in a car trunk, murder, motorcycle, machine gun, loss of father, horse, honest cop, helicopter"
1621,tt7972000,Junko,2017,Crime,Add a Plot,Abhinav Thakur,"Neelam Deysarkar, Aayush Thakur, Aarav Mavi, Aashif Eqbal",7972000,
