web-scraper-order,web-scraper-start-url,Movie_Name,Year,Duration,Rating,Overview,link,link-href
"1728642008-893","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","893. Akkaran","2024","","","Veerapandi is an Ordinary Wrestler Living in Madurai and Has Two Daughters in Which His Second Daughter Priya is Killed by Two Unknowns. How He Takes Revenge on Them in a Different Way is the Rest of the Story","893. Akkaran","https://www.imdb.com/title/tt32125478/?ref_=sr_t_893"
"1728642008-894","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","894. Naishabdo","2024","1h 58m","","A story of Khokon Das, wife Ganga and 5-year-old Durga when COVID-19 hits. Khokon falls into substance abuse. With a lawyer's aid Ganga and her daughter escapes with schoolmaster and transforming her life.","894. Naishabdo","https://www.imdb.com/title/tt31183316/?ref_=sr_t_894"
"1728642008-895","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","895. Khadmod- Sonnet of the Wild","2024","1h 54m","9.1","In a remote tribal village, Raipada in Maharashtra, a young adolescent named Raju shares a deep bond with his grandfather, a wise and nature-loving elder. Despite being unable to fully grasp his grandfather's puzzling stories and preachings about the natural world, Raju holds them close to his heart. With the lurking danger of wild animals around the village, Raju enters the jungle due to a life altering event as fate plays out. Lost and alone, he grapples with the harsh realities of jungle life, facing challenges that test his survival instincts. As he confronts these difficulties, he reflects on his grandfather's words and their contrast with the societal norms and the education he's received from his teacher - Suresh Sir who has devoted his life for the education of tribal children. The resolution of this dilemma leans towards the thoughts of his grandfather as the events unfold. As he traces the journey, being in the shoes of a wild animal in the jungle unknowingly, the words of his grandfather about the jungle and environment start to come full circle. Days in the jungle make him acutely aware of the hardships animals endure daily. In his hallucinations and darkest moments, he recalls his grandfather's sage advice: ""You empathise only after living one's life."" With each memory and challenge, Raju's perspective on life and nature transforms. He realises that the preservation of this jungle is not just vital for its inhabitants but also for humanity itself. For Raju, it becomes the journey of finding pieces of his grandfather's puzzle.","895. Khadmod- Sonnet of the Wild","https://www.imdb.com/title/tt33054622/?ref_=sr_t_895"
"1728642008-896","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","896. Khadaan","2024","","","Shyam comes from the remote areas of Purulia to work as a laborer in the coal mines of the Damodar Valley. The story of Mohan and Shyam will proceed with their rise, reckoning of friendship.","896. Khadaan","https://www.imdb.com/title/tt30701950/?ref_=sr_t_896"
"1728642008-897","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","897. Mayavanam","2024","1h 43m","1.7","Four medical school friends hike into remote backcountry, hoping for adventure, but soon find themselves in a desperate fight for survival, encountering one crisis after another.","897. Mayavanam","https://www.imdb.com/title/tt30870001/?ref_=sr_t_897"
"1728642008-898","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","898. Never Escape","2024","1h 55m","8.9","A group of IT trainees having a party in the midsummer , drugs - police - chase and ended up in a haunted theatre and dies eventually .","898. Never Escape","https://www.imdb.com/title/tt32034305/?ref_=sr_t_898"
"1728642008-899","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","899. Pikhaas","2024","2h 14m","","A chilling tale of inner demons, beauty, and the beast within. Will beauty tame the monster or succumb to its darkness? Experience the nightmare that will haunt your imagination.","899. Pikhaas","https://www.imdb.com/title/tt33564684/?ref_=sr_t_899"
"1728642008-900","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","900. Nayakan Prithvi","2024","","","Ratheesh, who arrives at a rural village named Kuyilimala to work on a hill highway project. But, the villagers refuse the idea of the project, protesting against its construction. From then onwards,unexpected events occur.","900. Nayakan Prithvi","https://www.imdb.com/title/tt27500695/?ref_=sr_t_900"
"1728642008-901","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","901. Raajadhani Files","2024","2h 40m","7.3","The farmers who had voluntarily pooled their farm lands for building the capital city Amaravati and were betrayed by the government which came to power later.","901. Raajadhani Files","https://www.imdb.com/title/tt31186842/?ref_=sr_t_901"
"1728642008-902","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","902. Jamalinte Punjiri","2024","","9.5","In a world where injustice reigns and society turns a blind eye, one man rises against the tide of apathy.","902. Jamalinte Punjiri","https://www.imdb.com/title/tt16899902/?ref_=sr_t_902"
"1728642008-903","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","903. Just Pass","2024","2h 16m","6.4","After his retirement, Principal Dalwai, a National Awardee opens a college to educate and motivate average students to pass with flying colours.","903. Just Pass","https://www.imdb.com/title/tt31079876/?ref_=sr_t_903"
"1728642008-904","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","904. P2","2024","","","","904. P2","https://www.imdb.com/title/tt33081976/?ref_=sr_t_904"
"1728642008-905","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","905. State of Statelessness","2024","1h 46m","","First-ever Tibetan-language anthology feature film, exploring the profound themes of statelessness and migration through four poignant stories of Tibetans living in exile. The film captures the painful realities of a scattered people.","905. State of Statelessness","https://www.imdb.com/title/tt33377309/?ref_=sr_t_905"
"1728642008-906","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","906. Ranam Aram Thavarel","2024","2h 1m","5.9","After nurse's suspicious death, a crime writer gets embroiled in a web of serial killings tied to antagonistic forces.","906. Ranam Aram Thavarel","https://www.imdb.com/title/tt27530559/?ref_=sr_t_906"
"1728642008-907","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","907. XYZ","2024","1h 48m","","","907. XYZ","https://www.imdb.com/title/tt30577114/?ref_=sr_t_907"
"1728642008-908","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","908. The Zebras: Dark Start","2024","2h 45m","9.8","The Zebras is the tale of a documentary photographer in Kolkata who manhandles AI and creates virtual monsters in the city of joy.","908. The Zebras: Dark Start","https://www.imdb.com/title/tt32424212/?ref_=sr_t_908"
"1728642008-909","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","909. Manasa Vacha","2024","","9.2","Frustrated by the injustice and hypocrisy of society, few good hearted thieves try to pull the heist of a lifetime to humorous ends.","909. Manasa Vacha","https://www.imdb.com/title/tt31455374/?ref_=sr_t_909"
"1728642008-910","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","910. Dollarspete","2024","","9.9","A bank manager's inadvertent transfer of Rs 13 crore leads to a chaotic situation as the money gets dispersed across 100 different accounts.","910. Dollarspete","https://www.imdb.com/title/tt27843025/?ref_=sr_t_910"
"1728642008-911","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","911. Fauji","2024","","","","911. Fauji","https://www.imdb.com/title/tt30988239/?ref_=sr_t_911"
"1728642008-912","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","912. Main Banungi Miss Bundelkhand: The Women Power","2024","","9.4","Roshni (Manisha Khan) dreams of becoming Miss Bundelkhand while fighting against society's conventions and family's constraints. Her mother becomes her strong support, and she fights courageously to achieve her dreams","912. Main Banungi Miss Bundelkhand: The Women Power","https://www.imdb.com/title/tt33451050/?ref_=sr_t_912"
"1728642008-913","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","913. Manmayi","2024","","","","913. Manmayi","https://www.imdb.com/title/tt33058313/?ref_=sr_t_913"
"1728642008-914","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","914. Unn Sawali","2024","","7.3","Pranay and Aanvi's love story epitomizes simplicity and subtlety, weaving through the tapestry of life with serendipitous charm.","914. Unn Sawali","https://www.imdb.com/title/tt31322372/?ref_=sr_t_914"
"1728642008-915","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","915. Mix Up","2024","1h 29m","4.4","Two couples at a marital crossroads embark on a journey to rekindle their bonds, only to find unexpected connections that challenge their desires and redefine the true meaning of love.","915. Mix Up","https://www.imdb.com/title/tt31647370/?ref_=sr_t_915"
"1728642008-916","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","916. Thozhar Che Guevara","2024","2h","7.3","","916. Thozhar Che Guevara","https://www.imdb.com/title/tt29376954/?ref_=sr_t_916"
"1728642008-917","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","917. Mirza: Part 1 - Joker","2024","2h 45m","6.8","Mirza is a Gangster, born just to break the rules, being investigated by the local police, CBI. The action-packed movie will have plenty of surprises. Ankush Hazra Fast Products Film.","917. Mirza: Part 1 - Joker","https://www.imdb.com/title/tt22054994/?ref_=sr_t_917"
"1728642008-918","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","918. Vivekam","2024","1h 44m","8.2","Revolves around Mr. Vivekananda Reddy and the incidents that happened in his life before 2019 general elections.","918. Vivekam","https://www.imdb.com/title/tt31972385/?ref_=sr_t_918"
"1728642008-919","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","919. Kotha Rangula Prapancham","2024","2h 22m","7.1","A girl named Sreelu, who wants to be a heroine in a movie, is possessed by a ghost during the shooting ,The log line is, why did the ghost take over, will Sreelu change her career to heroine or not?","919. Kotha Rangula Prapancham","https://www.imdb.com/title/tt30630804/?ref_=sr_t_919"
"1728642008-920","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","920. Pyar Mei Qurban","2024","","","The romantic action drama witness the journey of love ,relation ,fate and revenge . The war between power and Fearless convictional fight of a common man who lost his younger brother and wife in one go !.","920. Pyar Mei Qurban","https://www.imdb.com/title/tt27134139/?ref_=sr_t_920"
"1728642008-921","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","921. 4N6","2024","1h 57m","9.8","While enduring constant harassment from an authoritative police officer, Naisha and her colleague team up to solve cases.","921. 4N6","https://www.imdb.com/title/tt31251156/?ref_=sr_t_921"
"1728642008-922","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","922. Tauba Tera Jalwa","2024","2h 10m","6.2","The self-loving real estate tycoon of Uttar Pradesh, Romi Tyagi, faces life changes when he meets Rinku, who dreams of a prince charming, and Laila enters their lives, hiding twists around each corner.","922. Tauba Tera Jalwa","https://www.imdb.com/title/tt11495838/?ref_=sr_t_922"
"1728642008-923","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","923. Kazhu Maram","2024","","9.1","","923. Kazhu Maram","https://www.imdb.com/title/tt31272443/?ref_=sr_t_923"
"1728642008-924","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","924. Devrani Jethani","2024","","","","924. Devrani Jethani","https://www.imdb.com/title/tt32759491/?ref_=sr_t_924"
"1728642008-925","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","925. RAM: Rapid Action Mission","2024","2h 32m","5.8","A young rebel who hates the Defense Forces because he lost his father to the war.","925. RAM: Rapid Action Mission","https://www.imdb.com/title/tt30850798/?ref_=sr_t_925"
"1728642008-926","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","926. Nee Dhaarey Nee Katha","2024","2h 2m","8.8","Nee Dhaarey Nee Katha explores the theme of perseverance, through the lens of music. The film moves through seemingly lighthearted instances and conversations in engaging with the message of pursuing what makes one fulfilled.","926. Nee Dhaarey Nee Katha","https://www.imdb.com/title/tt31722398/?ref_=sr_t_926"
"1728642008-927","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","927. Saapala","2024","2h 4m","5.9","A renowned playwright's work doesn't land with the audiences, frustrated with the lag in his career he plagiarizes the work of a young writer Deepak Samarth. There's more behind his sinister actions than the apparent.","927. Saapala","https://www.imdb.com/title/tt30611638/?ref_=sr_t_927"
"1728642008-928","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","928. Amaltash","2024","1h 53m","9.2","Rahul is a composed musician in an old city. A delightful serendipity smiles on him when he meets a warm and spontaneous girl Keerthi who is intrigued with Rahul's music.","928. Amaltash","https://www.imdb.com/title/tt7390064/?ref_=sr_t_928"
"1728642008-929","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","929. #Viral Prapancham","2024","","","","929. #Viral Prapancham","https://www.imdb.com/title/tt14851344/?ref_=sr_t_929"
"1728642008-930","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","930. Yes Papa","2024","1h 30m","8.2","The film delves into the life of a daughter who becomes a victim of abuse, perpetrated by her own father. The film portrays the haunting presence of a father looming over his daughter, who eventually finds herself on trial for his murder.","930. Yes Papa","https://www.imdb.com/title/tt31770649/?ref_=sr_t_930"
"1728642008-931","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","931. Kurukku","2024","1h 49m","10","A police officer who has to investigate and unravel the case of a double murder that shook the city.","931. Kurukku","https://www.imdb.com/title/tt27815015/?ref_=sr_t_931"
"1728642008-932","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","932. Bhaira Devi","2024","","","","932. Bhaira Devi","https://www.imdb.com/title/tt29928931/?ref_=sr_t_932"
"1728642008-933","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","933. The Suit","2024","2h 28m","9.5","","933. The Suit","https://www.imdb.com/title/tt30139449/?ref_=sr_t_933"
"1728642008-934","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","934. Gabru Gang","2024","2h 3m","9.0","A disgraced competitive kite-flyer returns to the sport to compete against his arch-rival in a major tournament.","934. Gabru Gang","https://www.imdb.com/title/tt12797274/?ref_=sr_t_934"
"1728642008-935","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","935. Hashtag Tadev lagnam","2024","","","","935. Hashtag Tadev lagnam","https://www.imdb.com/title/tt28817000/?ref_=sr_t_935"
"1728642008-936","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","936. Mura","2024","","","","936. Mura","https://www.imdb.com/title/tt33294237/?ref_=sr_t_936"
"1728642008-937","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","937. Shalivahana Shake","2024","","8.6","Time is an illusion said Einstein, well what if we could manipulate that illusion. The story opens by contextualizing the audience with the creation of a motif that goes on to play a pivotal role in the story. This is achieved through an old lady narrating a tale to her granddaughter. The narrative of the tale being that a vendor from Satya Yuga (reference to Hindu mythology) manages to persuade Brahma (the four headed god, ascribed to the creation of the world) to create a time turner, so as to correct a wrongdoing of his past. Brahma obliges, and creates a time turner in the form of a conch shell. Having successfully corrected his past mistake, the vendor returns to Brahmaloka, to express his gratitude to Brahma in person. That is when Brahma educates him about the difference in the passage of time between earth and Brahmaloka, i.e., One day Brahmaloka is equivalent to the passage of all the four yugas (namely Satya Yuga, Tretha Yuga, Dvapara Yuga and Kali Yuga) on earth. Having realized this and remembering the horrendous mistake of leaving the conch shell (time turner) on earth, he rushes back with lightning speed in a quest to find it, but with no luck, returns empty handed. It is at this point that the old lady ends the tale. The main story then meanders into a village setting, highlighting a group of four young men- Ranga, Suri, Daya and Pandya, each unlike the other, yet glued together by their shared love for kabaddi and swimming. ""All that happens, happens for the good"" is one idiom that holds good for what follows next. Swimming at the dam before committing to a heavy practice session of kabaddi was something that the four lads followed ritualistically, however, this time around, their plans get tweaked, for they receive information that there happens to be a crack at the dam, making it unsafe for swimming, which thereby compels them to take a dip at the nearby well. Call it an act of deliberation or call it an act of fate because, it so happens that the conch shell (time turner) finds its way into the hands of Ranga, the grandson of the little girl who was listening that old lady's tale. No sooner does he find it, than Pandya dives from an astronomical height and drowns. Panic sets in. With a dead friend, a tournament to win and strange looking conch shell, the story revolves around the lives and deaths of these four gentlemen and the time turner. It should come as no surprise to us that as the story progresses, Ranga figures out the working of that time turner compelled by his circumstances and curiosity. However, the flip side to turning time unravels itself throughout the course of the story in interestingly morbid ways. With every usage of the time turner, the stakes of risk keep getting higher, and the death of a person becomes inevitable. After numerous trials of turning time in an attempt to keep his companions and fellow villagers alive, Ranga evokes the innate human tendencies of greed and dissatisfaction, by choosing to turn time yet again. This time around, instead of yielding the result that he had expected, it takes him to a landscape of a ginormous tree on the banks of a lake filled with lotus flowers, inhabited by a young boy with four heads holding a lotus flower in his hand. The very landscape and scenario that he had been dreaming of for all these days. If anything, it wasn't a mere act of coincidence. Afterall, as Freud would put it, dreams are pathways to our unconscious. What follows next, is up to the interpretation and amusement of the audience. Afterall, bending time comes with its repercussions, right?!","937. Shalivahana Shake","https://www.imdb.com/title/tt33320857/?ref_=sr_t_937"
"1728642008-938","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","938. Devaki Nandana Vasudeva","2024","","","","938. Devaki Nandana Vasudeva","https://www.imdb.com/title/tt26637593/?ref_=sr_t_938"
"1728642008-939","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","939. Choo Mantar","2024","","","Four friends decide to enter the morgan house looking for a secret treasure. The four discover that before independence the house belonged to a British employee named Morgan. What will happen next is not obvious.","939. Choo Mantar","https://www.imdb.com/title/tt25506052/?ref_=sr_t_939"
"1728642008-940","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","940. Kanni","2024","2h 7m","9.7","A mountain healer's magic basket curing deadly ailments is coveted by a ruthless gang who massacre her kin. Amid the carnage, can she escape their clutches?","940. Kanni","https://www.imdb.com/title/tt32316129/?ref_=sr_t_940"
"1728642008-941","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","941. Sandeh","2024","","9.2","A group of students from an engineering college on an excursion tour filled with suspense,thrills,romance,music and action goes through series of events and deaths leaving them all stunned and thereby grows a strong plot called SANDEH","941. Sandeh","https://www.imdb.com/title/tt28372295/?ref_=sr_t_941"
"1728642008-942","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","942. Kavundampalayam","2024","2h 13m","3.4","Palanichamy, a respected man in Goundampalayam, faces turmoil when his daughter Mangani elopes. Her actions trigger complications testing Palanichamy's resilience.","942. Kavundampalayam","https://www.imdb.com/title/tt33092536/?ref_=sr_t_942"
"1728642008-943","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","943. Balya","2024","","9.7","Childhood is a unique phase of life that cannot be returned once it's gone.It's crucial to strike a balance between academic pursuits and holistic development.","943. Balya","https://www.imdb.com/title/tt32484452/?ref_=sr_t_943"
"1728642008-944","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","944. Satya: The Truth","2024","","7.4","In this poignant drama set in the aftermath of India's decision to decriminalize same-sex relationships, Satya, a young man from a small town, falls in love with a successful businessman from Guwahati. But with homophobia still rampant in Assam, Satya's relationship with Amar comes to a sudden end, leaving him alone and struggling to cope. However, with the help of childhood friend Samir, Satya begins to rebuild his life and discovers that there may be hope for love and acceptance in a world that can be harsh and unforgiving. With powerful performances and stunning visuals, this film offers a touching exploration of love, identity, and community in modern-day India.","944. Satya: The Truth","https://www.imdb.com/title/tt27443871/?ref_=sr_t_944"
"1728642008-945","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","945. Netru Indha Neram","2024","2h 20m","5.7","A group of seven friends vacation to Ooty takes a dark turn when one disappears amid a serial killer's rampage. Can they locate their missing companion before tragedy strikes?","945. Netru Indha Neram","https://www.imdb.com/title/tt29923688/?ref_=sr_t_945"
"1728642008-946","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","946. Chhatrapati Tararani","2024","","9.2","Chhatrapati Tararani, the great Maratha warrior queen, leads her people against oppressive foreign regimes to uphold the pride and freedom of the Maratha empire.","946. Chhatrapati Tararani","https://www.imdb.com/title/tt15891204/?ref_=sr_t_946"
"1728642008-947","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","947. Chor Chor","2024","2h 7m","9.4","In the comedic chaos of ""Chor Chor,"" pickpockets unwittingly exchange a stolen statue for a meal, leading to a hilarious alliance with rival thieves in pursuit of treasure.","947. Chor Chor","https://www.imdb.com/title/tt32058370/?ref_=sr_t_947"
"1728642008-948","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","948. Uparwala & Sons","2024","2h 6m","9.3","Set in the backdrop of small town India, the movie is a societal satire through a common man's journey of self-discovery.","948. Uparwala & Sons","https://www.imdb.com/title/tt14400948/?ref_=sr_t_948"
"1728642008-949","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","949. Dahaan","2024","2h 12m","8.3","A malicious ancient spirit is unleashed in a haunted mansion. The girl's elder sister and younger brother team up with a pastor to find a way to end the curse which slowly consumes the girl who opened the box.","949. Dahaan","https://www.imdb.com/title/tt20159202/?ref_=sr_t_949"
"1728642008-950","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","950. Karmavirayan","2024","2h 12m","8.7","","950. Karmavirayan","https://www.imdb.com/title/tt32337425/?ref_=sr_t_950"
"1728642008-951","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","951. Burning Butterflies","2024","1h 43m","","Burning Butterflies is a Lovecraftian horror with jump-scare and gore elements, which will keep the audience to the edge of their seats with bated breath. The film explores the uncertainty and absurdity of life unfolding a dark reality.","951. Burning Butterflies","https://www.imdb.com/title/tt32155770/?ref_=sr_t_951"
"1728642008-952","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","952. What a Kismat","2024","1h 47m","","Chandu is a common man who like any other common man wishes to become a millionaire. But he is a declared unlucky soul. His life changes in a matter of few hours when his bickering wife decides to divorce him. If that is not enough, he wins a lottery and a pretty young thing falls for him. He doesn't want to share his winnings with anyone and destiny favours him again and he is declared dead. But destiny takes him on another roller coaster ride when 1st he is declared dead and then declared a terrorist by an overzealous SP. Chandu is a common man who like any other common man wishes to become a millionaire. But he is a declared unlucky soul. His life changes in a matter of few hours when his bickering wife decides to divorce him. If that is not enough, he wins a lottery and a pretty young thing falls for him. He doesn't want to share his winnings with anyone and destiny favours him again and he is declared dead. But destiny takes him on another roller coaster ride when 1st he is declared dead and then declared a terrorist by an overzealous SP. Chandu is a common man who like any other common man wishes to become a millionaire. But he is a declared unlucky soul. His life changes in a matter of few hours when his bickering wife decides to divorce him. If that is not enough, he wins a lottery and a pretty young thing falls for him. He doesn't want to share his winnings with anyone and destiny favours him again and he is declared dead. But destiny takes him on another roller coaster ride when 1st he is declared dead and then declared a terrorist by an overzealous SP.","952. What a Kismat","https://www.imdb.com/title/tt28282341/?ref_=sr_t_952"
"1728642008-953","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","953. Backfire","2024","","","","953. Backfire","https://www.imdb.com/title/tt22245482/?ref_=sr_t_953"
"1728642008-954","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","954. Chhatrapati Sambhaji","2024","3h 6m","5.2","Chhatrapati Sambhaji Maharaj, son of Shivaji Maharaj, who grew up without parental love. Sambhaji proved himself a fearless and brave ruler, winning battles and instilling fear in the Mughal Empire.","954. Chhatrapati Sambhaji","https://www.imdb.com/title/tt31070570/?ref_=sr_t_954"
"1728642008-955","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","955. Brahma Anandam","2024","","","","955. Brahma Anandam","https://www.imdb.com/title/tt32324361/?ref_=sr_t_955"
"1728642008-956","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","956. The Proof","2024","","","Revolves around a trial of a girl's gruesome murder case, a covert consequence of a drug trafficking scandal, and its cover-up.","956. The Proof","https://www.imdb.com/title/tt32085025/?ref_=sr_t_956"
"1728642008-957","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","957. Lifeline","2024","2h 7m","8.7","","957. Lifeline","https://www.imdb.com/title/tt32758193/?ref_=sr_t_957"
"1728642008-958","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","958. Shakahaari","2024","","7.1","When the lives of some innocent people start getting intertwined in unforeseen situations they find themselves trapped in a murder mystery. This mysterious butchery infolds in a vegetarian restaurant run by a virtuous Chef Subbanna.","958. Shakahaari","https://www.imdb.com/title/tt33265393/?ref_=sr_t_958"
"1728642008-959","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","959. Praveen Ips","2024","2h 15m","8.9","After overcoming difficulties, a determined man joins the IPS, evolving into a tenacious force for good.","959. Praveen Ips","https://www.imdb.com/title/tt29959426/?ref_=sr_t_959"
"1728642008-960","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","960. Bengal 1947","2024","2h 9m","6.9","Explores the partition of India in 1947, focusing specifically on the impact on Bengal.","960. Bengal 1947","https://www.imdb.com/title/tt31702328/?ref_=sr_t_960"
"1728642008-961","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","961. Kiss Wagon","2024","2h 53m","","As the Atqaba religious festival nears, Ms. Isla is entrusted with the delivery of an unconventional package from an important figure, and its destination is anything but usual. It's a mission even she feels unsettled by, but her reputation is everything, so she sets off on the perilous journey.","961. Kiss Wagon","https://www.imdb.com/title/tt31216218/?ref_=sr_t_961"
"1728642008-962","https://www.imdb.com/search/title/?title_type=feature&release_date=2024-01-01,2024-12-31&countries=IN&sort=year,desc","962. Malai","2024","","","Young city doctor visits village, clashing with fake local practitioner over medical practices, cultural differences. Tensions escalate as they navigate conflicting perspectives.","962. Malai","https://www.imdb.com/title/tt33083586/?ref_=sr_t_962"
